city,timestamp,temperature,season
New York,2010-03-29,15.057142964925433,spring
New York,2010-03-30,2.940866514860274,spring
New York,2010-03-31,18.13192022229626,spring
New York,2010-04-01,15.565903813116428,spring
New York,2010-04-02,11.556175952955325,spring
New York,2010-04-03,6.034431569258295,spring
New York,2010-04-04,3.4684661794362786,spring
New York,2010-04-05,7.459837529256891,spring
New York,2010-04-06,15.239125847075826,spring
New York,2010-04-07,6.859362298125438,spring
New York,2010-04-08,16.70501780783964,spring
New York,2010-04-09,3.645709332474768,spring
New York,2010-04-10,7.034474563595552,spring
New York,2010-04-11,10.198690099714334,spring
New York,2010-04-12,10.220961576063782,spring
New York,2010-04-13,10.714653464618463,spring
New York,2010-04-14,16.18057739030209,spring
New York,2010-04-15,9.358043595827652,spring
New York,2010-04-16,15.739635580211335,spring
New York,2010-04-17,9.19533160930253,spring
New York,2010-04-18,2.7039609943129586,spring
New York,2010-04-19,8.832389581605161,spring
New York,2010-04-20,4.7729651787081355,spring
New York,2010-04-21,10.98911408008287,spring
New York,2010-04-22,9.862554446733759,spring
New York,2010-04-23,9.290723272003678,spring
New York,2010-04-24,25.059960450039853,spring
New York,2010-04-25,5.325956045254752,spring
New York,2010-04-26,5.917732052839079,spring
New York,2010-04-27,9.440869924995381,spring
New York,2010-04-28,10.872130664934783,spring
New York,2010-04-29,11.643451411111155,spring
New York,2010-04-30,10.735936407332266,spring
New York,2010-05-01,8.62430398395696,spring
New York,2010-05-02,11.54363688874616,spring
New York,2010-05-03,7.682231002577591,spring
New York,2010-05-04,4.858624619492865,spring
New York,2010-05-05,-2.7989905070404664,spring
New York,2010-05-06,9.753634417447136,spring
New York,2010-05-07,15.334547746830225,spring
New York,2010-05-08,10.33957356662596,spring
New York,2010-05-09,16.27070180150146,spring
New York,2010-05-10,11.953007688679483,spring
New York,2010-05-11,10.115042812656739,spring
New York,2010-05-12,8.7344257269845,spring
New York,2010-05-13,9.794225079797295,spring
New York,2010-05-14,12.012137821462304,spring
New York,2010-05-15,17.77927077601568,spring
New York,2010-05-16,11.502808434776588,spring
New York,2010-05-17,6.009704828886594,spring
New York,2010-05-18,11.01870484202745,spring
New York,2010-05-19,9.496929320738571,spring
New York,2010-05-20,6.680468017986294,spring
New York,2010-05-21,17.707521500848053,spring
New York,2010-05-22,6.33480838083347,spring
New York,2010-05-23,8.641011671021712,spring
New York,2010-05-24,10.373191197520637,spring
New York,2010-05-25,13.359480629155916,spring
New York,2010-05-26,0.35124015704219147,spring
New York,2010-05-27,15.023885115483122,spring
New York,2010-05-28,21.548481440463377,spring
New York,2010-05-29,5.291210367516188,spring
New York,2010-05-30,14.148548815726862,spring
New York,2010-05-31,6.883061642031812,spring
New York,2010-06-01,36.371550269610566,summer
New York,2010-06-02,23.51677966708931,summer
New York,2010-06-03,25.100021629138087,summer
New York,2010-06-04,24.62216528398156,summer
New York,2010-06-05,25.327584663336957,summer
New York,2010-06-06,26.24816867513271,summer
New York,2010-06-07,18.465839442359158,summer
New York,2010-06-08,31.869424832253415,summer
New York,2010-06-09,17.44908306794587,summer
New York,2010-06-10,18.945456459745508,summer
New York,2010-06-11,32.11784093444771,summer
New York,2010-06-12,22.832086076267984,summer
New York,2010-06-13,25.26136116788701,summer
New York,2010-06-14,29.45464442661419,summer
New York,2010-06-15,26.838633772172916,summer
New York,2010-06-16,34.11839209525646,summer
New York,2010-06-17,40.8241517659708,summer
New York,2010-06-18,26.073647004701623,summer
New York,2010-06-19,22.89244413768376,summer
New York,2010-06-20,28.863199825796244,summer
New York,2010-06-21,17.55738396633089,summer
New York,2010-06-22,23.570950559685585,summer
New York,2010-06-23,13.496721144235707,summer
New York,2010-06-24,23.81350326453069,summer
New York,2010-06-25,23.232083771800504,summer
New York,2010-06-26,22.470936597377722,summer
New York,2010-06-27,21.246785822341508,summer
New York,2010-06-28,24.73178870169513,summer
New York,2010-06-29,27.29453429172734,summer
New York,2010-06-30,22.955893276097047,summer
New York,2010-07-01,25.054208315987275,summer
New York,2010-07-02,29.394599168110066,summer
New York,2010-07-03,18.979687456276903,summer
New York,2010-07-04,26.17170296336604,summer
New York,2010-07-05,27.66340618986574,summer
New York,2010-07-06,27.422982991637205,summer
New York,2010-07-07,21.639257127583726,summer
New York,2010-07-08,28.822749028824497,summer
New York,2010-07-09,19.479091845186957,summer
New York,2010-07-10,31.24375985398904,summer
New York,2010-07-11,13.377431686451215,summer
New York,2010-07-12,27.287182919738395,summer
New York,2010-07-13,18.802081497626826,summer
New York,2010-07-14,28.105212260525335,summer
New York,2010-07-15,14.485501010017785,summer
New York,2010-07-16,24.529335773688473,summer
New York,2010-07-17,28.175778273282127,summer
New York,2010-07-18,26.445015254344685,summer
New York,2010-07-19,30.605926918871234,summer
New York,2010-07-20,27.53519666159359,summer
New York,2010-07-21,17.130483852439493,summer
New York,2010-07-22,33.13666550541901,summer
New York,2010-07-23,27.08730872774911,summer
New York,2010-07-24,25.67139271644984,summer
New York,2010-07-25,27.1345366789705,summer
New York,2010-07-26,30.755938175067932,summer
New York,2010-07-27,32.8593175011365,summer
New York,2010-07-28,24.142723976281573,summer
New York,2010-07-29,20.93068124639311,summer
New York,2010-07-30,22.744055868895273,summer
New York,2010-07-31,27.16489791284558,summer
New York,2010-08-01,18.592548886968128,summer
New York,2010-08-02,28.28906932541361,summer
New York,2010-08-03,26.408332481165164,summer
New York,2010-08-04,20.851397836835474,summer
New York,2010-08-05,22.121664829621835,summer
New York,2010-08-06,21.59101324567823,summer
New York,2010-08-07,26.37957564255292,summer
New York,2010-08-08,19.84504746878783,summer
New York,2010-08-09,27.386874032844357,summer
New York,2010-08-10,12.212388837273968,summer
New York,2010-08-11,27.819440920788715,summer
New York,2010-08-12,24.858855105159634,summer
New York,2010-08-13,21.92483093768339,summer
New York,2010-08-14,25.37148746803314,summer
New York,2010-08-15,28.535604167270115,summer
New York,2010-08-16,17.98959332852446,summer
New York,2010-08-17,29.65933619332292,summer
New York,2010-08-18,28.9152342728813,summer
New York,2010-08-19,23.307026093058344,summer
New York,2010-08-20,26.914870068567883,summer
New York,2010-08-21,28.74473947995307,summer
New York,2010-08-22,25.182116054843306,summer
New York,2010-08-23,19.59667091887313,summer
New York,2010-08-24,31.870331531909937,summer
New York,2010-08-25,18.87790085712691,summer
New York,2010-08-26,12.693192767624097,summer
New York,2010-08-27,28.711961337193223,summer
New York,2010-08-28,21.132352592290744,summer
New York,2010-08-29,27.821513540080602,summer
New York,2010-08-30,24.356266759768552,summer
New York,2010-08-31,28.95242983178182,summer
New York,2010-09-01,18.272318274273218,autumn
New York,2010-09-02,15.079133981112664,autumn
New York,2010-09-03,17.084515046414435,autumn
New York,2010-09-04,7.846343349561833,autumn
New York,2010-09-05,6.905513447180153,autumn
New York,2010-09-06,17.207262629230723,autumn
New York,2010-09-07,19.148154918134384,autumn
New York,2010-09-08,19.51827342180475,autumn
New York,2010-09-09,13.307487958995647,autumn
New York,2010-09-10,13.799038238210583,autumn
New York,2010-09-11,6.637341606137094,autumn
New York,2010-09-12,19.857832339196243,autumn
New York,2010-09-13,11.480079429449276,autumn
New York,2010-09-14,15.865735901599107,autumn
New York,2010-09-15,11.072901931285358,autumn
New York,2010-09-16,12.424106281619746,autumn
New York,2010-09-17,22.693185895215322,autumn
New York,2010-09-18,16.7828272266191,autumn
New York,2010-09-19,27.079134182333704,autumn
New York,2010-09-20,18.868032398242015,autumn
New York,2010-09-21,13.959080043073474,autumn
New York,2010-09-22,9.804182919580523,autumn
New York,2010-09-23,11.748682464652815,autumn
New York,2010-09-24,20.42447436150831,autumn
New York,2010-09-25,14.526141248348607,autumn
New York,2010-09-26,8.001914109174244,autumn
New York,2010-09-27,11.757567377434832,autumn
New York,2010-09-28,12.885006443119313,autumn
New York,2010-09-29,12.218705731794529,autumn
New York,2010-09-30,21.64599078801741,autumn
New York,2010-10-01,16.744652204248084,autumn
New York,2010-10-02,16.31441926806716,autumn
New York,2010-10-03,16.631129731432967,autumn
New York,2010-10-04,16.53199734789933,autumn
New York,2010-10-05,18.58685857229894,autumn
New York,2010-10-06,14.689321410855786,autumn
New York,2010-10-07,9.726911688984622,autumn
New York,2010-10-08,13.959967681233243,autumn
New York,2010-10-09,10.656681953760357,autumn
New York,2010-10-10,16.36719885452563,autumn
New York,2010-10-11,28.141183306898135,autumn
New York,2010-10-12,17.131329780532734,autumn
New York,2010-10-13,16.15341529234684,autumn
New York,2010-10-14,17.0905459641357,autumn
New York,2010-10-15,13.749035412116855,autumn
New York,2010-10-16,17.74871091654671,autumn
New York,2010-10-17,13.769915152875926,autumn
New York,2010-10-18,11.161739815415425,autumn
New York,2010-10-19,9.239359735431805,autumn
New York,2010-10-20,10.668039218650307,autumn
New York,2010-10-21,19.101810217063566,autumn
New York,2010-10-22,16.555048762025184,autumn
New York,2010-10-23,18.460357548652222,autumn
New York,2010-10-24,9.687774013438322,autumn
New York,2010-10-25,9.967774395717957,autumn
New York,2010-10-26,8.6055250682275,autumn
New York,2010-10-27,18.344502796145225,autumn
New York,2010-10-28,10.923555973363797,autumn
New York,2010-10-29,18.0656692830474,autumn
New York,2010-10-30,7.010893932776022,autumn
New York,2010-10-31,14.820177640360336,autumn
New York,2010-11-01,24.31918318959115,autumn
New York,2010-11-02,12.989256360276343,autumn
New York,2010-11-03,10.995159840323398,autumn
New York,2010-11-04,18.483382029032995,autumn
New York,2010-11-05,19.648837651306895,autumn
New York,2010-11-06,19.7699923647502,autumn
New York,2010-11-07,20.819508864927897,autumn
New York,2010-11-08,8.32290915173983,autumn
New York,2010-11-09,11.07542580696577,autumn
New York,2010-11-10,13.854971511125399,autumn
New York,2010-11-11,13.430455681457232,autumn
New York,2010-11-12,9.639137786907064,autumn
New York,2010-11-13,9.414776478086395,autumn
New York,2010-11-14,21.92560660099045,autumn
New York,2010-11-15,21.48312082263732,autumn
New York,2010-11-16,16.18290793974429,autumn
New York,2010-11-17,21.560542564701407,autumn
New York,2010-11-18,18.292201230075833,autumn
New York,2010-11-19,9.621643105334993,autumn
New York,2010-11-20,15.107026203090822,autumn
New York,2010-11-21,18.345009497664858,autumn
New York,2010-11-22,13.177006289273525,autumn
New York,2010-11-23,11.883329342413836,autumn
New York,2010-11-24,16.729691523677968,autumn
New York,2010-11-25,26.833608847147847,autumn
New York,2010-11-26,17.24480540805207,autumn
New York,2010-11-27,11.895199777267047,autumn
New York,2010-11-28,15.128039646863524,autumn
New York,2010-11-29,14.428149863237294,autumn
New York,2010-11-30,19.129548913799496,autumn
New York,2010-12-01,-4.105421327131325,winter
New York,2010-12-02,0.8416832000576475,winter
New York,2010-12-03,-6.842317267718366,winter
New York,2010-12-04,6.191626259033898,winter
New York,2010-12-05,-1.7387404437287795,winter
New York,2010-12-06,1.9648498591276755,winter
New York,2010-12-07,-3.730371400663948,winter
New York,2010-12-08,-6.351307451482916,winter
New York,2010-12-09,1.504223154620998,winter
New York,2010-12-10,-8.52002457911851,winter
New York,2010-12-11,9.14913477565593,winter
New York,2010-12-12,1.7286787573963576,winter
New York,2010-12-13,2.7654455622151985,winter
New York,2010-12-14,-0.7147129715153375,winter
New York,2010-12-15,3.7035491649552457,winter
New York,2010-12-16,3.983750988513596,winter
New York,2010-12-17,-1.5282281799671362,winter
New York,2010-12-18,4.716914755312108,winter
New York,2010-12-19,7.130586469315805,winter
New York,2010-12-20,1.982983096218855,winter
New York,2010-12-21,-0.13530882092762747,winter
New York,2010-12-22,-2.98094185255773,winter
New York,2010-12-23,-1.666752920827086,winter
New York,2010-12-24,2.205725959488337,winter
New York,2010-12-25,-2.056632763954621,winter
New York,2010-12-26,-3.914891366315572,winter
New York,2010-12-27,-1.3916358716286956,winter
New York,2010-12-28,-0.5652719986864222,winter
New York,2010-12-29,0.25848320687217696,winter
New York,2010-12-30,-4.202378979627007,winter
New York,2010-12-31,-8.369606874054368,winter
New York,2011-01-01,4.683094583391513,winter
New York,2011-01-02,1.2673374580408567,winter
New York,2011-01-03,0.8768581078788075,winter
New York,2011-01-04,12.86024596203758,winter
New York,2011-01-05,0.2585572740929137,winter
New York,2011-01-06,1.2250623234801141,winter
New York,2011-01-07,-7.304311034975035,winter
New York,2011-01-08,-3.801259317166366,winter
New York,2011-01-09,4.643638081339854,winter
New York,2011-01-10,-6.30369692107115,winter
New York,2011-01-11,-2.8312933512159355,winter
New York,2011-01-12,-0.8385291052520661,winter
New York,2011-01-13,5.051005807908177,winter
New York,2011-01-14,2.1024636997048143,winter
New York,2011-01-15,3.1004013608662033,winter
New York,2011-01-16,6.75611768414131,winter
New York,2011-01-17,-5.124498815849899,winter
New York,2011-01-18,4.9539472679199505,winter
New York,2011-01-19,-0.6995308512297826,winter
New York,2011-01-20,14.02249342406406,winter
New York,2011-01-21,-5.0790122360512235,winter
New York,2011-01-22,3.4312143787552363,winter
New York,2011-01-23,6.395199689075929,winter
New York,2011-01-24,-0.2766276585413399,winter
New York,2011-01-25,0.4814179565216553,winter
New York,2011-01-26,1.9652895500254208,winter
New York,2011-01-27,6.325382034208879,winter
New York,2011-01-28,0.0711707557558937,winter
New York,2011-01-29,-2.916912476911187,winter
New York,2011-01-30,8.911679025922254,winter
New York,2011-01-31,3.7417710234446173,winter
New York,2011-02-01,-5.014212606642453,winter
New York,2011-02-02,-3.072547208199416,winter
New York,2011-02-03,5.603368641390829,winter
New York,2011-02-04,-2.66029614116472,winter
New York,2011-02-05,-3.6854290526963753,winter
New York,2011-02-06,0.2683526218296625,winter
New York,2011-02-07,-4.260842141896483,winter
New York,2011-02-08,-1.0992195227817279,winter
New York,2011-02-09,-3.2698479712365236,winter
New York,2011-02-10,-3.2676537438262363,winter
New York,2011-02-11,0.09472672026129006,winter
New York,2011-02-12,4.0993334180101435,winter
New York,2011-02-13,-4.965544640120382,winter
New York,2011-02-14,6.410477510254608,winter
New York,2011-02-15,2.6471630055830415,winter
New York,2011-02-16,8.612862859452953,winter
New York,2011-02-17,2.143958738395168,winter
New York,2011-02-18,-3.257269968968688,winter
New York,2011-02-19,-2.4468021297059694,winter
New York,2011-02-20,-1.281503302652619,winter
New York,2011-02-21,7.567468661581386,winter
New York,2011-02-22,-4.9583665809404645,winter
New York,2011-02-23,6.048725553731331,winter
New York,2011-02-24,3.1336468025786814,winter
New York,2011-02-25,5.691722733083639,winter
New York,2011-02-26,2.8346460032162444,winter
New York,2011-02-27,-3.6399662898732825,winter
New York,2011-02-28,-2.775482672329997,winter
New York,2011-03-01,6.005406268539476,spring
New York,2011-03-02,7.3036660546571,spring
New York,2011-03-03,2.2558243146752783,spring
New York,2011-03-04,18.75174997525489,spring
New York,2011-03-05,10.505800264296168,spring
New York,2011-03-06,5.511790953333544,spring
New York,2011-03-07,6.440664621818323,spring
New York,2011-03-08,4.002558370791656,spring
New York,2011-03-09,15.294066731518154,spring
New York,2011-03-10,18.448555611372907,spring
New York,2011-03-11,11.464871815923587,spring
New York,2011-03-12,3.356677365218868,spring
New York,2011-03-13,5.126117152065603,spring
New York,2011-03-14,6.299899278494628,spring
New York,2011-03-15,14.032477545959313,spring
New York,2011-03-16,10.834117185691266,spring
New York,2011-03-17,8.045593261460388,spring
New York,2011-03-18,9.265262795133237,spring
New York,2011-03-19,14.73354937396307,spring
New York,2011-03-20,11.785210353543327,spring
New York,2011-03-21,13.821132608952672,spring
New York,2011-03-22,18.897652242961072,spring
New York,2011-03-23,4.622367246726232,spring
New York,2011-03-24,5.520207884421015,spring
New York,2011-03-25,8.593031643030525,spring
New York,2011-03-26,7.655224234930904,spring
New York,2011-03-27,5.590770978442301,spring
New York,2011-03-28,19.034717999253594,spring
New York,2011-03-29,2.671902153449275,spring
New York,2011-03-30,6.8129332920387675,spring
New York,2011-03-31,2.1390921934719724,spring
New York,2011-04-01,16.98051512760287,spring
New York,2011-04-02,13.226244426857082,spring
New York,2011-04-03,13.258467965274264,spring
New York,2011-04-04,14.75055754807453,spring
New York,2011-04-05,4.45385200041441,spring
New York,2011-04-06,8.02708245020406,spring
New York,2011-04-07,10.702872387163488,spring
New York,2011-04-08,11.411266510784738,spring
New York,2011-04-09,0.44174999788263136,spring
New York,2011-04-10,11.643828426791114,spring
New York,2011-04-11,13.915948643432557,spring
New York,2011-04-12,6.153318902304111,spring
New York,2011-04-13,10.590476283179544,spring
New York,2011-04-14,13.065751396829564,spring
New York,2011-04-15,8.44876748300734,spring
New York,2011-04-16,11.873483546715313,spring
New York,2011-04-17,6.684663279749369,spring
New York,2011-04-18,14.090592261313612,spring
New York,2011-04-19,13.397022730966125,spring
New York,2011-04-20,12.553226284191993,spring
New York,2011-04-21,8.189938640589409,spring
New York,2011-04-22,10.24009948678272,spring
New York,2011-04-23,17.72998153174386,spring
New York,2011-04-24,13.644983312444943,spring
New York,2011-04-25,2.1506422467126507,spring
New York,2011-04-26,10.767644369332473,spring
New York,2011-04-27,10.536671145770608,spring
New York,2011-04-28,10.299811118405412,spring
New York,2011-04-29,4.257639331483772,spring
New York,2011-04-30,5.590119994076908,spring
New York,2011-05-01,11.073829666469459,spring
New York,2011-05-02,6.540282507401742,spring
New York,2011-05-03,5.747921308153599,spring
New York,2011-05-04,22.807930459581627,spring
New York,2011-05-05,0.41111753890261404,spring
New York,2011-05-06,10.64346655025879,spring
New York,2011-05-07,3.751440992841472,spring
New York,2011-05-08,7.093061865111645,spring
New York,2011-05-09,11.34796668831454,spring
New York,2011-05-10,2.6550114473146147,spring
New York,2011-05-11,17.362130704425645,spring
New York,2011-05-12,9.035324677325304,spring
New York,2011-05-13,7.7734407695696195,spring
New York,2011-05-14,9.484671481196344,spring
New York,2011-05-15,9.647879627065784,spring
New York,2011-05-16,20.047307060756847,spring
New York,2011-05-17,7.5808750286635975,spring
New York,2011-05-18,22.976287265376058,spring
New York,2011-05-19,17.687402725662817,spring
New York,2011-05-20,11.572860842835734,spring
New York,2011-05-21,9.862538167861969,spring
New York,2011-05-22,8.332393656378185,spring
New York,2011-05-23,16.46181028166948,spring
New York,2011-05-24,22.551789169373805,spring
New York,2011-05-25,15.336875351571965,spring
New York,2011-05-26,10.90934485987207,spring
New York,2011-05-27,16.24566935315826,spring
New York,2011-05-28,14.284496705157721,spring
New York,2011-05-29,11.785853372057048,spring
New York,2011-05-30,8.113719170573987,spring
New York,2011-05-31,7.5988436982544805,spring
New York,2011-06-01,21.322683576100765,summer
New York,2011-06-02,31.177882281872662,summer
New York,2011-06-03,15.035168328227659,summer
New York,2011-06-04,21.222513466956148,summer
New York,2011-06-05,33.73681963754474,summer
New York,2011-06-06,25.806743411353196,summer
New York,2011-06-07,17.979941185097978,summer
New York,2011-06-08,32.1146179859153,summer
New York,2011-06-09,28.299232297283204,summer
New York,2011-06-10,27.236728487807987,summer
New York,2011-06-11,30.00308570830132,summer
New York,2011-06-12,16.543282977893952,summer
New York,2011-06-13,26.253708915133917,summer
New York,2011-06-14,29.80112166541584,summer
New York,2011-06-15,26.94312267130697,summer
New York,2011-06-16,33.10247418271961,summer
New York,2011-06-17,18.475465255703654,summer
New York,2011-06-18,23.032145443266455,summer
New York,2011-06-19,12.36013282823482,summer
New York,2011-06-20,16.422966413705076,summer
New York,2011-06-21,25.784300810626753,summer
New York,2011-06-22,25.02321401211844,summer
New York,2011-06-23,28.581449010661533,summer
New York,2011-06-24,22.414854132875014,summer
New York,2011-06-25,23.420663878005335,summer
New York,2011-06-26,31.14477523285465,summer
New York,2011-06-27,36.287516711276915,summer
New York,2011-06-28,29.00224508017808,summer
New York,2011-06-29,24.620996704905796,summer
New York,2011-06-30,21.964053475433214,summer
New York,2011-07-01,19.6502163949165,summer
New York,2011-07-02,25.17179511788414,summer
New York,2011-07-03,22.81288069621571,summer
New York,2011-07-04,21.533470773137587,summer
New York,2011-07-05,26.385141607625577,summer
New York,2011-07-06,24.98434150964359,summer
New York,2011-07-07,19.929744566055646,summer
New York,2011-07-08,35.265988235593476,summer
New York,2011-07-09,30.3660218488857,summer
New York,2011-07-10,23.94563597108209,summer
New York,2011-07-11,22.123729820151766,summer
New York,2011-07-12,21.93478950793938,summer
New York,2011-07-13,19.991532969278445,summer
New York,2011-07-14,26.362017492592024,summer
New York,2011-07-15,21.040863817607622,summer
New York,2011-07-16,24.767581815326395,summer
New York,2011-07-17,23.38006424951437,summer
New York,2011-07-18,22.502613194575467,summer
New York,2011-07-19,24.92763641417623,summer
New York,2011-07-20,37.018771589505775,summer
New York,2011-07-21,25.919195440290352,summer
New York,2011-07-22,31.45553113697925,summer
New York,2011-07-23,23.485549122738284,summer
New York,2011-07-24,18.693178120725324,summer
New York,2011-07-25,28.20952728888334,summer
New York,2011-07-26,11.99607270707579,summer
New York,2011-07-27,17.726080288375563,summer
New York,2011-07-28,24.96383325448014,summer
New York,2011-07-29,30.77794602461745,summer
New York,2011-07-30,18.707345070003264,summer
New York,2011-07-31,24.687818971649293,summer
New York,2011-08-01,22.86004603255029,summer
New York,2011-08-02,27.178967819372808,summer
New York,2011-08-03,21.48629409527847,summer
New York,2011-08-04,23.686939703064603,summer
New York,2011-08-05,19.473244901734574,summer
New York,2011-08-06,24.847287531959907,summer
New York,2011-08-07,20.102624312065466,summer
New York,2011-08-08,23.90720754964577,summer
New York,2011-08-09,27.01599434090844,summer
New York,2011-08-10,32.075698180888786,summer
New York,2011-08-11,19.43764750176988,summer
New York,2011-08-12,25.87361530012205,summer
New York,2011-08-13,33.48073661246829,summer
New York,2011-08-14,21.638580203460343,summer
New York,2011-08-15,18.924261204823612,summer
New York,2011-08-16,26.454423968879617,summer
New York,2011-08-17,28.127542678164158,summer
New York,2011-08-18,26.388922690684474,summer
New York,2011-08-19,29.077275389717748,summer
New York,2011-08-20,17.86776362404403,summer
New York,2011-08-21,24.61258838633477,summer
New York,2011-08-22,19.38260562109773,summer
New York,2011-08-23,34.05660876134036,summer
New York,2011-08-24,15.511529383920823,summer
New York,2011-08-25,27.160868935641506,summer
New York,2011-08-26,28.562471860988424,summer
New York,2011-08-27,27.054730706380862,summer
New York,2011-08-28,28.658150704826156,summer
New York,2011-08-29,24.776777301576683,summer
New York,2011-08-30,24.508294106585875,summer
New York,2011-08-31,29.424264963140576,summer
New York,2011-09-01,10.346979661069689,autumn
New York,2011-09-02,14.974341465700604,autumn
New York,2011-09-03,16.378930847665917,autumn
New York,2011-09-04,12.200135464308289,autumn
New York,2011-09-05,17.185270609458396,autumn
New York,2011-09-06,19.587048237160843,autumn
New York,2011-09-07,10.699246383025786,autumn
New York,2011-09-08,25.001637778578484,autumn
New York,2011-09-09,25.36318711686558,autumn
New York,2011-09-10,9.105760117403115,autumn
New York,2011-09-11,12.238764177608413,autumn
New York,2011-09-12,12.456544669365595,autumn
New York,2011-09-13,19.12454520311293,autumn
New York,2011-09-14,15.499955419502529,autumn
New York,2011-09-15,9.744852873468886,autumn
New York,2011-09-16,6.769838276737875,autumn
New York,2011-09-17,17.52207119165967,autumn
New York,2011-09-18,15.065038930487905,autumn
New York,2011-09-19,13.31512858239103,autumn
New York,2011-09-20,18.457048485576994,autumn
New York,2011-09-21,11.369376467995993,autumn
New York,2011-09-22,17.080253589837174,autumn
New York,2011-09-23,21.208015309197346,autumn
New York,2011-09-24,15.694595188063381,autumn
New York,2011-09-25,21.81769811228518,autumn
New York,2011-09-26,15.759956533464173,autumn
New York,2011-09-27,9.54653218562883,autumn
New York,2011-09-28,21.362010405835683,autumn
New York,2011-09-29,11.600985031356057,autumn
New York,2011-09-30,16.181089146884666,autumn
New York,2011-10-01,16.299024027744284,autumn
New York,2011-10-02,4.240384528021796,autumn
New York,2011-10-03,15.830397801558183,autumn
New York,2011-10-04,15.501228978706646,autumn
New York,2011-10-05,16.13468036320765,autumn
New York,2011-10-06,15.779077690656324,autumn
New York,2011-10-07,9.067720010254746,autumn
New York,2011-10-08,13.294784909247685,autumn
New York,2011-10-09,23.152101947823592,autumn
New York,2011-10-10,15.342787525311222,autumn
New York,2011-10-11,10.440768467762211,autumn
New York,2011-10-12,11.19227362092912,autumn
New York,2011-10-13,7.955611262785797,autumn
